Date,Open Price,Close Price,Adj Close Price,Volume
20090519,845.68,832.64,838.07,1886542
20090520,839.23,863.12,861.05,3169249
20090523,886.87,886.87,862.47,90435
20090713,798.17,774.67,776.35,8253549
20090714,792.62,797.91,787.20,1343420
20090715,799.59,810.70,804.63,2198905
20090718,808.24,813.67,819.48,2149408
20090825,903.14,877.96,879.12,31802563
20090826,905.46,905.46,904.17,9177507
20090829,931.29,903.79,884.29,46547153
20090830,884.68,858.85,861.82,4287277
20090831,853.43,887.65,878.74,107729042
20090901,905.08,905.08,905.08,2888231
20090902,932.19,921.86,929.35,3968682
20090905,914.89,901.59,908.05,1313453
20090906,884.42,880.93,899.52,554748
20090907,872.54,872.54,873.96,2264845
20090908,894.62,887.13,881.58,848505
20090909,888.29,878.22,885.97,906028
20090913,865.05,868.93,877.45,829263
20090914,871.51,860.53,870.47,808012
20090915,861.18,852.14,849.17,2068221
20090916,852.14,868.28,856.53,782820
20090919,874.09,882.22,879.77,1518741
20090921,902.49,903.66,901.20,1995764
20090922,887.13,900.04,917.34,5099502
20090923,916.57,908.95,911.92,1254970
20090926,885.84,884.68,896.30,993850
20090927,884.16,869.57,881.58,1007645
20090928,865.05,858.98,878.61,298134
20090929,860.53,880.93,878.61,314695
20090930,877.96,884.42,879.90,450272
20091003,906.24,906.24,906.24,1863579
20091004,929.61,897.33,904.69,1224789
20091005,890.62,884.42,894.10,787391
20091006,877.96,913.86,910.76,2556228
20091007,920.44,911.53,913.99,23392818
20091010,937.35,916.70,923.28,8589922
20091011,925.35,895.65,908.82,3137434
20091012,885.58,881.58,896.04,787115
20091013,871.51,903.91,901.85,8370782
20091017,923.15,877.96,896.94,1490812
20091018,896.04,871.51,872.02,3007743
20091019,879.25,866.60,869.31,1523745
20091020,875.38,877.96,870.99,414657
20091021,884.29,868.41,874.61,949348
20091024,870.47,871.51,874.74,1545026
20091025,869.18,879.51,876.41,11943921
20091026,878.61,875.77,876.54,560912
20091027,877.96,871.51,871.12,1404889
20091028,863.12,862.47,865.57,1849013
20091031,873.70,839.62,847.36,3217495
20091101,822.06,822.06,844.91,162958
20091102,819.60,819.60,844.14,50942
20091103,818.83,818.83,844.14,3574
20091104,818.83,818.83,844.14,154
20091107,814.70,814.70,843.88,12122
20091108,814.44,814.44,843.62,14559
20091109,814.18,814.18,843.49,7463
20091110,814.05,814.05,843.49,100
20091111,814.05,814.05,814.05,1677386
20091114,785.65,785.65,809.15,290702
20091115,780.87,780.87,808.11,60577
20091116,779.84,779.84,807.86,15338
20091117,779.71,779.71,795.85,710705
20091118,768.09,768.09,785.65,609981
20091121,758.28,758.28,775.45,619690
20091122,748.33,748.33,765.64,603290
20091123,738.91,755.05,742.01,5088670
20091124,760.47,767.96,766.80,1678909
20091125,790.68,755.31,783.07,2614971
20091129,755.69,755.69,780.10,179301
20091130,752.85,752.85,778.29,109024
20091201,751.17,751.17,778.29,1535
20091202,751.17,751.17,778.29,3368
20091205,751.17,751.17,778.16,10000
20091207,751.05,751.05,778.16,1339
20091208,751.05,751.05,778.16,1090
20091209,751.05,751.05,778.03,4420
20091213,750.92,750.92,777.90,9237
20091214,750.79,750.79,750.79,15
20091215,724.58,724.58,724.58,33100
20091216,699.27,699.27,699.27,251180
20091219,674.87,674.87,674.87,62282
20100216,625.81,587.59,597.14,9511598
20100217,593.92,595.34,605.41,2036989
20100220,612.38,608.38,607.21,3825248
20100221,613.28,628.39,624.39,2910894
20100222,640.01,621.29,625.94,693367
20100223,624.90,613.28,624.77,257149
20100224,624.90,616.51,622.84,367005
20100227,611.09,602.05,619.09,441927
20100228,601.92,600.76,611.73,901851
20100301,617.16,600.50,605.15,1204656
20100302,608.12,609.93,606.96,426081
20100303,613.28,611.60,608.38,405741
20100306,619.48,617.80,613.02,762956
20100307,619.74,634.46,624.13,1175124
20100308,639.36,645.95,632.91,680921
20100309,654.99,654.99,642.33,713483
20100310,664.80,664.80,652.66,767532
20100313,675.39,675.39,674.74,2953240
20100314,690.75,675.26,678.36,1583175
20100315,675.26,668.16,672.29,1053102
20100316,671.38,654.73,663.51,782840
20100317,658.21,671.00,663.38,528419
20100327,654.73,686.49,667.64,358867
20100328,690.88,690.88,680.94,959951
20100329,704.69,704.44,704.69,2338369
20100330,704.31,703.66,703.79,422102
20100331,697.21,728.32,719.67,1289276
20100403,730.78,744.85,743.94,2421374
20100404,761.76,735.94,738.91,1336603
20100405,727.93,715.02,734.39,512168
20100406,735.94,735.94,736.07,539277
20100407,742.40,723.03,733.62,1173334
20100410,731.81,708.05,709.99,1803265
20100411,704.69,693.46,706.50,634718
20100412,697.59,681.84,684.17,1552745
20100413,666.22,660.28,665.32,1497903
20100414,644.66,642.07,652.27,976845
20100417,629.55,629.55,632.65,1433559
20100418,616.25,654.73,649.31,1457377
20100419,669.96,652.02,655.37,1976947
20100420,657.18,646.85,650.47,1114522
20100421,652.02,641.30,648.27,540449
20100424,649.31,641.95,647.50,612954
20100425,646.85,644.53,645.95,705845
20100426,645.95,668.54,659.12,1011121
20100427,682.10,682.10,673.84,1061973
20100428,697.33,697.33,697.33,1779431
20100501,709.86,709.99,704.18,3210374
20100502,708.18,684.29,694.75,1521530
20100503,684.29,687.26,689.33,827073
20100504,683.91,713.34,705.08,1395616
20100505,722.77,699.40,714.64,2242854
20100508,689.72,689.72,702.11,898786
20100509,696.82,684.42,697.33,587787
20100510,690.10,691.27,696.69,261114
20100511,687.01,680.42,693.98,340443
20100512,677.97,681.45,691.40,280230
20100515,693.33,677.84,689.59,279348
20100516,675.26,677.71,687.78,286563
20100518,682.36,672.67,684.55,316232
20100519,666.22,662.73,675.64,649319
20100522,671.38,662.86,674.87,117577
20100523,663.77,666.22,674.61,48320
20100620,589.91,588.75,586.43,1155604
20100621,590.17,606.83,593.53,615494
20100622,614.19,614.19,596.63,254843
20100623,617.41,617.41,601.66,405786
20100627,622.71,622.71,602.31,54834
20100628,626.32,626.32,602.82,39790
20100629,626.84,610.70,623.35,1554879
20100630,611.99,607.47,620.26,289218
20100703,618.45,606.70,617.54,313656
20100704,601.02,600.50,615.74,180683
20100705,600.37,606.70,613.67,214780
20100706,605.54,601.66,611.35,288136
20100707,602.95,605.54,610.57,180670
20100711,610.06,614.32,611.35,239137
20100725,568.09,582.04,579.20,1374483
20100726,593.92,578.42,576.49,1096243
20100728,577.00,566.80,572.23,605219
20100731,568.09,551.70,565.64,653371
20100801,557.12,555.18,561.77,616270
20100802,565.25,574.68,564.87,780992
20100803,579.71,587.46,583.07,1419621
20100804,593.92,596.50,587.72,961221
20100807,600.24,589.91,590.56,523298
20100808,590.56,593.27,591.59,624496
20100809,593.92,615.22,598.18,945106
20100810,622.06,622.06,600.76,179847
20100811,624.77,600.37,612.64,1076806
20100814,607.09,593.92,600.24,983200
20100815,592.63,583.20,597.66,225728
20100816,578.55,588.75,595.47,375745
20100817,587.46,600.11,593.79,573500
20100818,600.37,617.41,604.63,864704
20100821,628.78,628.78,608.76,282578
20100822,633.04,633.04,622.58,946554
20100823,647.37,647.37,643.62,1415708
20100824,655.89,639.11,656.15,2659970
20100825,639.11,632.65,645.17,943776
20100828,632.78,640.40,642.33,611552
20100829,640.53,661.83,665.96,2111576
20100830,667.12,652.02,662.09,693016
20100831,658.73,672.67,669.19,1266492
20100904,695.91,695.91,675.00,359991
20100905,695.91,689.85,683.26,3332970
20100906,686.75,688.81,686.49,1177249
20100907,697.21,664.93,682.87,558864
20100908,656.28,667.51,676.29,628376
20100912,665.19,649.31,672.16,438410
20100913,658.47,645.30,654.99,1163786
20100914,645.04,637.81,651.76,363864
20100915,645.56,645.43,650.21,316218
20100918,645.43,645.56,649.05,346504
20100919,649.31,626.45,642.85,600806
20100920,629.55,628.39,632.13,2126922
20100921,626.07,637.69,633.55,365961
20100922,639.23,644.27,635.62,360788
20100925,646.85,640.40,637.04,231246
20100926,639.23,611.60,633.68,493361
20100927,626.07,626.19,631.75,404658
20100928,626.19,613.28,631.10,300051
20100929,631.10,626.97,630.84,289447
20101002,645.56,640.40,637.56,833471
20101003,642.98,630.97,629.03,3060665
20101005,641.69,630.33,629.16,131011
20101006,628.78,614.57,628.65,231121
20101009,616.77,610.31,627.10,154715
20101010,613.41,606.83,616.90,746520
20101011,593.92,592.24,610.57,439338
20101012,593.92,586.17,599.47,768517
20101013,575.58,575.58,596.50,207820
20101016,572.74,572.74,588.24,661932
20101017,569.38,591.20,587.85,261200
20101018,588.88,600.76,604.12,1196068
20101019,615.87,591.59,601.92,522103
20101020,591.46,589.40,599.98,270069
20101023,587.46,593.92,599.21,210895
20101024,591.85,579.46,595.98,311595
20101025,575.71,572.23,585.65,730788
20101026,587.46,568.09,583.59,217684
20101027,566.67,573.26,576.87,625824
20101030,577.26,585.78,585.14,691823
20101031,608.51,594.05,587.59,295135
20101101,582.30,581.00,587.33,95277
20101102,582.04,591.08,587.46,137456
20101103,591.08,600.37,588.88,228831
20101106,593.79,595.21,589.66,195237
20101107,602.95,589.27,590.69,250689
20101108,588.75,588.75,590.04,492614
20101109,592.37,613.54,611.86,1845219
20101110,636.26,636.26,635.23,5019463
20101113,648.92,609.93,626.84,2443554
20101114,606.96,606.83,619.87,1093995
20101115,613.15,595.08,598.05,1554629
20101116,593.92,586.81,590.56,1041292
20101120,587.46,581.13,589.14,748951
20101121,581.00,579.71,585.01,867975
20101122,581.00,582.94,584.36,250170
20101123,579.84,577.39,583.46,370082
20101124,578.55,574.55,578.55,640745
20101127,575.84,574.68,578.04,297892
20101128,575.84,575.07,578.04,229709
20101129,577.78,561.64,572.74,722662
20101130,568.09,562.93,571.32,272345
20101201,567.96,567.84,570.42,262833
20101204,571.97,563.57,569.38,445513
20101205,561.90,555.18,566.80,316093
20101206,555.18,555.18,564.48,354271
20101207,555.18,555.31,563.32,207532
20101208,555.83,565.51,563.70,185530
20101211,565.51,573.26,564.22,257356
20101212,575.45,567.84,564.61,106809
20101213,570.03,568.09,564.99,191784
20101214,570.68,568.22,565.25,162820
20101218,565.51,561.64,564.99,310990
20101219,560.35,542.40,556.86,694453
20101220,555.18,548.73,556.22,265965
20101221,555.18,544.85,554.92,224341
20101222,547.82,555.18,555.57,411481
20101225,577.78,577.78,556.73,91110
20101226,578.94,578.94,557.64,63078
20101227,579.84,579.84,557.76,12368
20101228,579.97,579.97,558.02,15000
20101229,580.23,580.23,558.02,10
20110101,602.57,602.82,610.18,1837485
20110102,591.33,591.33,604.12,735436
20110103,593.92,592.63,602.57,183462
20110104,592.63,593.92,601.02,323963
20110105,594.05,600.37,600.63,324226
20110108,595.34,624.64,618.71,1472824
20110109,639.11,643.37,635.10,1463857
20110110,645.56,621.03,625.81,963805
20110111,602.95,626.19,626.58,673458
20110112,614.70,618.45,624.52,544218
20110115,616.77,605.67,622.06,245950
20110116,605.54,621.03,620.64,553031
20110117,622.06,612.38,620.13,96974
20110118,606.70,613.15,619.09,198523
20110119,613.28,624.90,620.38,382037
20110122,619.74,619.74,620.51,408031
20110123,629.94,645.30,626.84,883986
20110124,645.43,651.89,638.72,830759
20110126,663.38,664.15,646.59,523353
20110129,672.42,653.95,662.47,1280792
20110130,649.43,658.60,649.31,1923037
20110205,671.38,667.51,661.83,1005865
20110206,645.82,656.02,659.51,452828
20110207,658.47,685.84,679.39,2226123
20110208,706.50,706.50,706.50,2734057
20110209,725.61,734.65,733.49,3101641
20110212,762.79,762.79,762.79,1690860
20110213,792.75,755.18,776.09,6075088
20110214,768.22,759.18,769.38,3124955
20110215,755.31,749.63,756.86,1533401
20110216,748.85,742.40,748.08,785866
20110219,738.52,729.48,739.30,1055224
20110220,729.48,725.87,730.39,1034278
20110305,725.74,739.43,730.90,324503
20110306,736.07,710.12,728.97,328918
20110307,705.34,705.99,724.58,298648
20110308,703.02,699.79,713.99,660904
20110309,702.37,714.25,731.16,1530024
20110312,717.35,701.98,702.50,1781388
20110313,697.21,705.08,703.02,372600
20110314,705.08,703.66,707.02,942931
20110315,724.32,723.03,727.16,1530294
20110316,735.94,710.12,724.97,1879338
20110319,735.94,736.07,736.84,3176568
20110326,747.17,766.28,759.31,1315852
20110327,774.67,743.82,767.44,657217
20110328,749.24,757.89,760.99,738288
20110329,761.37,748.46,757.76,579773
20110330,761.76,745.11,756.60,877983
20110403,764.22,781.13,780.10,1463171
20110404,783.07,811.21,809.53,1961030
20110405,839.23,796.62,814.05,903464
20110406,787.97,787.58,788.75,2563062
20110409,794.04,788.75,792.75,1081132
20110410,776.61,778.16,788.88,403801
20110411,781.13,771.83,786.29,630992
20110412,775.32,763.18,781.39,548355
20110413,763.18,763.83,776.22,535242
20110416,781.26,773.38,773.77,913735
20110417,774.54,759.18,772.48,182864
20110418,758.53,751.43,768.60,389507
20110419,750.27,739.81,761.12,442069
20110420,730.78,738.52,742.91,1327203
20110423,743.30,755.31,747.04,687943
20110424,768.22,736.20,746.91,98363
20110425,736.71,723.03,744.20,384261
20110426,725.61,724.06,742.65,169238
20110427,724.58,721.74,735.04,462792
20110430,712.70,705.73,706.89,1604302
20110501,678.61,684.55,698.76,580174
20110502,726.64,726.64,700.95,132000
20110503,728.97,715.15,706.76,378270
20110504,687.14,721.48,707.02,139078
20110508,721.74,697.21,706.11,201600
20110509,693.46,710.12,706.24,75134
20110510,734.39,734.39,731.68,1522767
20110511,733.36,717.35,730.90,124542
20110514,726.90,747.56,731.16,35959
20110515,729.35,723.03,730.39,180584
20110516,716.57,718.12,729.87,291302
20110521,700.69,710.12,728.71,75880
20110522,728.19,709.99,727.55,80925
20110523,710.12,711.28,722.77,344655
20110524,703.92,705.08,716.31,741218
20110525,703.66,710.12,703.53,1367715
20110528,697.33,684.29,701.47,327175
20110529,693.33,697.21,696.04,1562226
20110530,668.80,687.01,694.49,268618
20110531,694.49,698.50,696.82,436256
20110601,697.21,687.14,696.43,80942
20110606,699.79,697.21,696.69,165144
20110607,686.88,705.21,697.46,184532
20110608,703.53,710.12,699.01,283658
20110611,690.75,690.75,697.98,203383
20110612,690.75,708.83,699.53,362194
20110613,698.50,688.30,698.50,197885
20110614,684.29,671.38,687.91,1039734
20110615,671.38,660.41,680.94,539272
20110618,654.73,680.55,681.58,479710
20110619,663.64,677.06,681.20,50728
20110620,671.51,684.29,681.33,136162
20110621,684.29,684.29,681.45,102756
20110622,681.45,684.29,682.10,669990
20110625,684.29,675.26,682.36,670385
20110712,690.62,655.12,655.50,2633747
20110713,658.47,645.56,647.37,1401803
20110716,634.07,632.78,647.11,29057
20110718,628.26,628.39,645.82,191613
20110725,555.18,548.73,554.02,209674
20110726,555.31,554.67,554.02,171662
20110727,560.22,542.27,553.50,152403
20110730,550.02,531.43,535.17,1416753
20110731,528.33,513.87,521.61,1112686
20110801,529.36,535.82,522.78,126843
20110802,537.24,536.98,523.29,63468
20110803,531.94,544.21,523.81,39552
20110806,544.21,535.82,525.87,223190
20110807,529.36,540.85,526.00,116050
20110808,542.27,532.98,527.04,148430
20110813,545.63,524.32,527.17,52914
20110814,525.49,524.20,527.04,54374
20110815,527.04,520.32,526.26,250538
20110816,519.03,515.16,524.84,272737
20110817,516.58,515.80,523.81,211307
20110820,516.71,512.70,523.16,145277
20110821,518.90,516.45,522.52,168906
20110823,520.06,529.36,522.52,26841
20110824,535.82,543.30,530.26,4251758
20110827,545.76,529.36,530.78,104811
20110828,526.91,524.71,530.65,28926
20110829,524.84,535.82,530.65,40952
20110830,526.78,528.59,530.65,34604
20110903,529.62,529.36,530.65,116400
20110904,530.65,534.52,530.78,129062
20110905,538.40,550.66,532.33,148746
20110906,551.05,540.33,533.23,93010
20110907,548.73,537.11,533.75,269714
20110910,548.73,535.82,534.27,119573
20110911,551.31,540.08,534.40,53855
20110912,542.27,542.27,534.65,57366
20110913,551.18,535.82,535.04,172423
20110914,535.94,522.90,534.27,239473
20110917,530.78,526.13,534.14,106943
20110918,526.78,530.52,534.14,98300
20110919,536.46,536.20,534.14,213775
20110920,529.36,534.27,534.27,154105
20110921,543.43,533.23,534.27,44326
20110925,529.36,538.79,534.27,39152
20110926,531.94,524.97,534.14,36935
20110927,529.36,530.65,533.88,98941
20110928,531.94,537.75,534.01,77662
20111001,539.69,555.31,545.11,916757
20111002,562.54,552.99,547.56,284864
20111003,555.18,552.99,548.60,243549
20111004,553.12,539.69,548.86,499038
20111005,552.60,548.73,548.47,181071
20111008,548.08,539.69,548.21,42071
20111009,539.69,538.66,547.56,116062
20111010,542.14,533.62,546.14,204593
20111011,534.52,535.30,545.11,235301
20111012,539.56,534.78,544.85,318932
20111015,547.44,535.82,544.47,78468
20111016,534.65,528.07,541.88,298084
20111017,525.49,521.74,540.33,137033
20111018,525.74,523.42,538.66,187378
20111019,523.16,530.65,536.59,367929
20111022,529.36,529.36,534.14,445094
20111023,528.07,524.84,532.85,255639
20111024,524.32,530.52,530.13,610216
20111025,529.49,529.62,529.23,523349
20111026,534.52,528.59,529.36,160246
20111029,529.36,529.10,529.23,135882
20111030,523.68,528.84,528.97,220949
20111031,527.42,529.36,528.97,123088
20111101,529.36,529.36,528.71,272334
20111102,529.36,529.36,528.84,93293
20111105,531.94,528.84,528.84,87100
20111106,527.42,525.87,528.33,298023
20111108,525.74,523.03,526.91,415244
20111109,519.68,524.45,526.65,161833
20111112,523.42,529.36,526.65,158698
20111113,524.45,529.36,526.65,62760
20111114,524.97,525.49,526.65,46537
20111116,525.62,529.36,526.52,162754
20111119,526.52,526.78,526.52,14245
20111120,524.20,522.90,526.00,236862
20111121,522.90,522.90,525.74,139919
20111122,519.03,516.45,521.87,719089
20111123,516.45,511.28,519.16,578501
20111126,503.67,506.25,517.61,188987
20111127,503.54,503.54,512.45,616844
20111128,501.21,503.54,511.93,87862
20111129,504.57,498.37,509.48,340393
20111130,498.37,503.54,509.22,79322
20111203,498.50,503.54,508.96,58435
20111204,504.83,520.32,509.35,94103
20111207,522.90,526.13,514.64,622336
20111210,529.36,522.90,517.35,531224
20111211,519.03,516.45,517.35,114537
20111212,513.87,512.58,517.22,65142
20111213,516.45,516.45,516.97,448729
20111214,512.70,516.84,516.84,108520
20111217,516.45,517.74,516.84,50367
20111218,513.48,513.87,516.58,182952
20111219,518.26,503.92,516.58,63742
20111220,504.83,516.06,515.80,115687
20111221,505.35,505.09,513.74,325934
20111224,503.54,509.99,513.48,61511
20111225,509.99,511.28,513.48,20482
20111226,511.28,509.99,513.22,100092
20111227,509.99,509.99,513.09,77615
20111228,497.08,509.99,512.83,149885
20111231,504.18,505.09,512.70,21210
20120101,512.83,508.83,513.09,342182
20120102,515.16,509.99,513.09,77711
20120103,515.67,516.45,515.03,680906
20120104,516.71,519.03,515.42,195101
20120107,516.45,512.19,515.42,125503
20120108,509.99,507.54,515.29,35965
20120109,516.19,512.83,515.55,299076
20120110,522.39,536.07,533.49,1504763
20120111,552.60,554.80,551.31,1540802
20120115,573.26,573.26,557.76,521357
20120116,579.97,579.97,558.54,56450
20120117,580.88,580.88,580.23,5352829
20120118,592.50,603.34,601.28,2155148
20120121,619.61,625.29,624.39,1884088
20120123,643.88,649.31,644.79,7105674
20120125,646.59,650.73,657.70,2444026
20120128,645.69,657.70,644.01,4267787
20120129,619.74,663.64,662.60,1800569
20120130,653.95,645.56,652.66,1519612
20120131,641.69,639.11,648.40,599800
20120201,632.78,636.14,645.43,390083
20120204,645.17,637.04,644.79,161596
20120205,633.94,635.10,640.91,490762
20120206,625.16,632.65,637.43,594080
20120207,627.61,632.65,636.65,208582
20120208,632.65,632.65,635.49,423525
20120212,630.07,632.65,634.97,315591
20120213,633.55,633.30,633.30,738458
20120214,633.30,632.65,632.65,627918
20120215,627.87,632.65,630.71,1123302
20120218,632.65,632.65,630.71,238691
20120219,632.65,632.65,630.84,263031
20120220,632.65,635.36,630.97,52435
20120221,638.98,632.65,631.23,288969
20120222,639.11,632.52,630.84,192001
20120225,636.52,632.65,630.71,296416
20120303,655.89,655.89,630.97,13352
20120304,656.15,656.15,655.24,1606295
20120305,681.45,681.45,681.45,1663138
20120306,708.57,689.33,706.11,7488327
20120307,690.75,690.88,702.63,437027
20120310,680.42,679.13,699.79,210448
20120311,683.78,679.13,695.01,399258
20120312,670.22,667.25,687.52,451883
20120313,667.51,666.35,686.36,95556
20120314,667.12,692.17,688.30,564654
20120317,704.95,715.28,709.60,1554887
20120318,707.53,737.88,719.67,779683
20120324,736.07,748.33,731.03,665333
20120325,748.33,723.03,729.23,258738
20120326,723.03,710.12,722.90,372152
20120327,723.03,716.31,721.74,296061
20120328,704.95,697.21,702.63,1384192
20120402,708.70,699.40,702.37,64475
20120403,697.21,684.29,700.95,122555
20120404,700.69,684.29,697.46,423362
20120407,697.08,690.23,696.17,286427
20120408,689.59,707.92,718.77,2468529
20120409,697.33,705.86,718.64,356349
20120410,713.99,705.60,718.12,49864
20120411,710.12,710.50,716.96,226865
20120414,716.31,704.95,715.93,245691
20120415,720.45,716.57,715.54,478135
20120416,716.19,697.21,712.70,356339
20120417,693.46,710.12,711.80,251885
20120418,716.31,717.86,712.70,454706
20120421,710.12,710.25,712.31,276101
20120422,710.12,710.12,711.67,142062
20120423,740.07,733.10,737.88,2040519
20120424,733.62,724.32,737.10,85030
20120428,723.03,707.66,717.61,1143722
20120429,691.52,703.66,717.09,42018
20120430,703.53,720.45,715.93,199371
20120501,710.12,717.73,715.54,112940
20120502,710.12,710.12,715.28,61474
20120505,713.73,703.66,714.25,103778
20120506,692.69,710.12,713.47,108405
20120507,697.21,710.12,713.73,204331
20120508,710.50,711.67,713.60,174331
20120509,710.12,703.66,713.34,107351
20120512,697.59,702.37,711.54,213372
20120513,709.86,709.99,711.28,59923
20120514,703.66,694.88,710.76,95259
20120515,707.28,690.75,709.47,139254
20120516,709.99,697.33,709.21,35809
20130209,2130.35,2161.21,2164.57,12784782
20130211,2143.91,2175.54,2165.73,3958577
20130212,2252.23,2252.23,2252.23,16260281
20130213,2342.22,2342.22,2342.22,5921965
20130216,2435.83,2435.83,2435.83,1689522
20130217,2533.18,2532.79,2529.05,24833515
20130218,2542.22,2542.35,2577.98,5746166
20130219,2543.51,2474.95,2481.79,5578818
20130220,2455.71,2543.51,2536.80,7135644
20130223,2537.05,2638.15,2630.66,15389779
20130224,2646.80,2530.60,2642.54,9535704
20130225,2536.93,2536.93,2537.31,2168631
20130311,2711.23,2633.89,2658.42,6924681
20130312,2608.07,2633.89,2625.88,4110315
20130313,2698.45,2672.62,2705.42,13603025
20130316,2659.58,2597.22,2615.55,1931229
20130317,2511.36,2569.20,2525.82,24844123
20130318,2555.13,2626.79,2595.41,59226130
20130325,2699.22,2699.22,2699.22,1664903
20130326,2807.16,2807.16,2807.16,1664903
20130327,2919.36,2919.36,2919.10,14316262
20130330,2916.52,2946.86,2892.24,3648537
20130331,2956.67,2964.42,2992.82,4797329
20130403,2969.32,3017.35,3007.15,2309956
20130406,2969.58,2952.02,2987.91,2066108
20130407,2969.58,2952.67,2933.30,2754581
20130408,2969.58,3050.53,3049.50,13864380
20130409,3136.14,3089.65,3115.35,7329962
20130410,2995.40,3017.48,3046.27,3891934
20130413,2995.40,2982.49,2953.96,3258549
20130415,2953.18,3022.52,3010.64,3521299
20130416,3034.14,3130.97,3126.71,16405678
20130417,3150.34,3098.69,3116.51,6996965
20130420,3214.89,3240.46,3233.23,9985777
20130421,3260.08,3171.00,3209.86,2580172
20130422,3227.81,3205.73,3215.28,6288342
20130423,3214.89,3215.41,3202.76,7798990
20130424,3227.81,3330.84,3319.09,6650700
20130427,3451.81,3451.81,3451.81,3950800
20130428,3589.84,3589.84,3583.77,14052374
20130430,3873.37,3718.43,3752.00,9466752
20130501,3744.38,3902.03,3891.05,13020449
20130504,4041.21,3757.17,3920.62,9505015
20130505,3808.81,3763.88,3766.59,5880508
20130506,3749.55,3616.05,3683.57,7947055
20130507,3653.88,3536.25,3573.83,1431735
20130508,3430.90,3430.90,3551.10,264613
20130511,3479.57,3693.13,3599.65,4233575
20130512,3743.61,3498.94,3592.55,10358647
20130513,3448.85,3448.85,3449.10,2056379
20130514,3311.21,3311.21,3311.21,3737578
20130515,3227.81,3201.85,3263.05,9294694
20130518,3189.07,3132.65,3195.91,951715
20130519,3068.09,3240.72,3115.74,7046453
20130520,3214.89,3240.33,3236.97,4012964
20130521,3318.18,3160.67,3224.71,4581276
20130522,3118.71,3234.26,3173.84,2681858
20130525,3247.17,3300.75,3284.49,1473386
20130526,3415.79,3415.79,3415.79,2506522
20130527,3447.30,3395.65,3416.44,6244853
20130528,3395.52,3385.84,3424.18,2496909
20130529,3421.47,3389.20,3397.97,2609326
20130601,3408.56,3292.10,3272.48,3608827
20130602,3272.99,3318.18,3321.28,1283583
20130603,3292.23,3300.88,3336.52,2929283
20130608,3266.93,3228.32,3260.21,1489642
20130609,3189.59,3208.44,3224.06,1756933
20130610,3169.70,3279.45,3228.71,1191515
20130611,3336.26,3350.46,3341.42,1669808
20130612,3266.54,3285.91,3276.87,1797589
20130615,3382.74,3407.92,3407.14,2240983
20130616,3543.36,3542.97,3523.60,4608847
20130617,3576.41,3514.95,3533.93,2725757
20130618,3542.45,3675.18,3664.08,5043790
20130619,3795.90,3695.84,3704.23,1667679
20130622,3731.34,3556.14,3566.72,1694187
20130623,3486.03,3524.76,3561.04,1532190
20130625,3576.41,3569.31,3557.43,692025
20130626,3666.14,3699.71,3694.80,1727368
20130629,3842.51,3744.12,3808.04,8161353
20130630,3735.22,3789.44,3780.66,5451244
20130701,3834.63,3719.85,3763.88,2816501
20130702,3744.12,3678.54,3690.54,2002523
20130703,3735.22,3731.21,3778.47,5240575
20130706,3847.54,3873.24,3887.57,4909269
20130909,3434.38,3382.74,3399.65,4648613
20130910,3534.96,3535.61,3533.41,2087670
20130911,3674.66,3610.75,3652.84,5950946
20130914,3652.84,3582.86,3530.70,3254649
20130915,3563.50,3421.47,3496.87,2320311
20130916,3471.70,3498.94,3469.89,1924778
20130917,3531.22,3430.51,3487.45,2076609
20130918,3523.99,3421.47,3464.34,5460362
20130921,3471.83,3460.21,3425.73,3721768
20130922,3299.59,3408.69,3384.16,3477810
20130923,3421.47,3519.47,3510.04,6129321
20130924,3589.19,3479.06,3514.82,2001347
20130925,3529.93,3514.31,3516.63,2882814
20130928,3602.23,3576.41,3597.84,2097338
20130929,3615.14,3741.67,3719.21,11009333
20130930,3860.45,3860.45,3863.42,10024926
20131001,3934.05,3937.92,3927.46,4491861
20131002,3912.10,3912.10,3930.82,4220881
20131005,3986.98,4028.30,3999.38,3963744
20131006,4158.70,4025.72,4083.43,4336748
20131007,3927.72,3963.74,3945.93,2626534
20131008,4023.14,3869.49,3899.96,6011318
20131009,3950.83,3989.31,3985.56,4155851
20131012,3937.92,4144.89,4066.52,6048853
20131013,4229.07,4229.07,4228.68,2944601
20131014,4397.82,4397.82,4397.82,4004953
20131015,4573.67,4573.67,4573.67,2021440
20131019,4756.49,4756.49,4756.11,23530325
20131020,4565.92,4565.92,4575.09,13341295
20131021,4518.93,4392.14,4434.36,8294777
20131022,4257.22,4257.09,4258.77,1652975
20131023,4090.27,4312.35,4156.64,7218138
20131026,4260.70,4223.26,4311.19,5352843
20131027,4221.97,4138.82,4153.02,2501337
20131028,4002.48,4017.97,4023.01,4243809
20131029,4125.13,4118.55,4145.41,4200170
20131030,4196.15,4105.77,4115.32,2435877
20131102,4086.40,4002.61,3989.95,2152655
20131103,4002.48,3936.63,3974.46,1859604
20131104,3974.07,3950.83,3925.53,2590866
20131105,4002.48,4082.53,4063.94,2783838
20131106,4131.59,4067.03,4156.38,2113701
20131109,4241.34,3990.21,4045.60,1488057
20131110,3915.97,3883.82,3896.61,3834916
20131111,3894.15,3886.28,3906.29,2148948
20131112,3962.45,3966.33,3906.42,2268759
20131116,3963.74,3892.99,3941.80,1877274
20131117,3912.10,3816.43,3845.22,1988616
